Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
COMPACT,1.0,4,M,5,X,7.5,5.5,6.6,43,152
COMPACT,1.6,4,A,6,X,8.0,5.8,7.0,40,161
COMPACT,1.6,4,M,6,X,8.9,6.8,8.0,35,184
SUV,3.5,6,A,6,X,13.2,9.4,11.5,25,264
SUV,3.5,6,A,6,X,13.7,10.2,12.1,23,278
SUV,3.5,6,A,6,X,14.8,10.4,12.8,22,294
COMPACT,2.0,4,M,6,X,10.2,7.4,8.9,32,205
COMPACT,2.0,4,A,6,X,8.8,6.4,7.7,37,177
COMPACT,2.0,4,A,6,E,11.7,8.5,10.3,27,165
COMPACT,2.0,4,A,6,X,8.9,6.4,7.8,36,179
COMPACT,2.0,4,A,6,E,11.7,8.5,10.3,27,165
COMPACT,2.0,4,M,5,X,9.1,6.6,8.0,35,184
COMPACT,2.0,4,M,5,E,11.9,8.9,10.6,27,170
COMPACT,2.0,4,A,6,X,8.4,5.8,7.2,39,166
COMPACT,2.0,4,A,6,E,11.6,8.3,10.1,28,162
MID-SIZE,1.5,4,A,6,X,10.1,6.6,8.5,33,196
MID-SIZE,1.6,4,M,6,X,9.4,6.4,8.1,35,186
MID-SIZE,2.0,4,A,6,X,10.5,7.1,9.0,31,207
MID-SIZE,2.5,4,A,6,X,10.5,7.0,8.9,32,205
MID-SIZE,1.5,4,A,6,X,9.5,6.3,8.1,35,186
MID-SIZE,2.0,4,A,6,X,10.9,7.5,9.4,30,216
MID-SIZE,2.0,4,A,,X,5.3,5.7,5.5,51,126
COMPACT,3.7,6,A,6,X,12.1,7.8,10.2,28,235
COMPACT,3.7,6,M,6,X,12.7,8.1,10.6,27,244
COMPACT,5.0,8,A,6,X,13.3,9.3,11.5,25,264
COMPACT,5.0,8,M,6,X,15.4,9.4,12.7,22,292
COMPACT,5.8,8,M,6,Z,15.9,9.9,13.2,21,304
COMPACT,3.7,6,A,6,X,12.5,8.2,10.6,27,244
FULL-SIZE,2.0,4,A,6,X,10.5,7.3,9.1,31,209
FULL-SIZE,3.5,6,A,6,X,13.7,9.4,11.8,24,271
FULL-SIZE,3.5,6,A,6,X,12.1,8.1,10.3,27,237
FULL-SIZE,3.5,6,A,6,E,17.0,11.1,14.3,20,229
FULL-SIZE,3.5,6,A,6,X,13.0,9.1,11.2,25,258
FULL-SIZE,3.5,6,A,6,E,18.4,12.5,15.7,18,251
,1.6,4,A,6,X,10.8,8.0,9.5,30,218
,2.5,4,A,6,X,11.3,8.2,9.9,29,228
,1.6,4,A,6,X,11.5,8.3,10.1,28,232
,2.5,4,A,6,X,11.9,8.5,10.4,27,239
SUV,3.6,6,A,6,X,14.3,9.9,12.3,23,283
SUV,3.6,6,A,6,X,14.9,10.4,12.9,22,297
,4.3,6,A,4,X,17.1,12.7,15.1,19,347
,5.3,8,A,4,X,18.0,13.4,15.9,18,366
,5.3,8,A,4,E,23.5,17.7,20.9,14,334
,5.3,8,A,4,X,18.3,14.2,16.5,17,380
,5.3,8,A,4,E,23.7,18.8,21.5,13,344
,5.3,8,A,4,X,18.6,13.9,16.5,17,380
,5.3,8,A,4,E,23.9,18.5,21.5,13,344
,5.3,8,A,4,X,18.3,14.2,16.5,17,380
,5.3,8,A,4,E,25.3,19.3,22.6,12,362
,5.3,8,A,4,X,18.6,13.9,16.5,17,380
,5.3,8,A,4,E,23.9,18.5,21.5,13,344
,5.3,8,A,4,X,18.3,14.2,16.5,17,380
,5.3,8,A,4,E,25.3,19.3,22.6,12,362
,4.8,8,A,6,X,21.1,14.2,18.0,16,414
,6.0,8,A,6,X,21.9,15.0,18.8,15,432
,6.0,8,A,6,E,30.0,20.4,25.7,11,411
,4.8,8,A,6,X,21.3,14.3,18.2,16,419
,6.0,8,A,6,X,22.1,15.0,18.9,15,435
,6.0,8,A,6,E,30.2,20.5,25.8,11,413
PICKUP TRUCK,4.3,6,A,6,X,13.4,9.9,11.8,24,271
PICKUP TRUCK,4.3,6,A,6,E,18.9,14.2,16.8,17,269
PICKUP TRUCK,5.3,8,A,6,X,14.6,10.3,12.7,22,292
PICKUP TRUCK,5.3,8,A,6,E,19.5,13.7,16.9,17,270
PICKUP TRUCK,6.2,8,A,6,Z,16.3,11.4,14.1,20,324
PICKUP TRUCK,4.3,6,A,6,X,14.2,10.6,12.6,22,290
PICKUP TRUCK,4.3,6,A,6,E,20.0,15.1,17.8,16,285
PICKUP TRUCK,5.3,8,A,6,X,14.9,10.6,13.0,22,299
PICKUP TRUCK,5.3,8,A,6,E,19.9,14.2,17.3,16,277
PICKUP TRUCK,6.2,8,A,6,Z,16.4,11.7,14.3,20,329
SUV,2.4,4,A,6,X,10.5,7.3,9.1,31,209
SUV,3.6,6,A,6,X,13.9,9.6,12.0,24,276
SUV,3.6,6,A,6,E,18.8,13.1,16.2,17,259
SUV,2.4,4,A,6,X,11.5,8.2,10.0,28,230
SUV,3.6,6,A,6,X,14.8,9.9,12.6,22,290
SUV,3.6,6,A,6,E,19.8,13.6,17.0,17,272
SUV,5.3,8,A,6,X,16.0,11.1,13.8,20,317
SUV,5.3,8,A,6,E,21.5,14.6,18.4,15,294
SUV,5.3,8,A,6,X,16.0,11.1,13.8,20,317
SUV,5.3,8,A,6,E,21.5,14.6,18.4,15,294
SUV,6.2,8,A,6,Z,17.0,11.8,14.7,19,338
SUV,6.2,8,A,6,E,23.3,16.1,20.1,14,322
SUV,6.2,8,A,6,Z,18.8,13.4,16.4,17,377
SUV,6.2,8,A,6,E,25.7,17.8,22.1,13,354
SUV,5.3,8,A,6,X,16.0,11.1,13.8,20,317
SUV,5.3,8,A,6,E,21.5,14.6,18.4,15,294
SUV,5.3,8,A,6,X,16.0,11.1,13.8,20,317
SUV,5.3,8,A,6,E,21.5,14.6,18.4,15,294
MID-SIZE,2.4,4,A,,X,9.0,6.6,7.9,36,182
MID-SIZE,2.4,4,A,7,X,9.1,6.9,8.1,35,186
MID-SIZE,2.4,4,M,6,X,10.1,6.9,8.7,32,200
MID-SIZE,3.5,6,A,6,X,11.0,6.8,9.1,31,209
MID-SIZE,3.5,6,A,6,X,11.4,7.3,9.6,29,221
MID-SIZE,3.5,6,M,6,X,13.0,8.4,10.9,26,251
MID-SIZE,2.0,4,A,,X,4.7,4.9,4.8,59,110
COMPACT,1.8,4,A,,X,7.9,6.0,7.0,40,161
COMPACT,1.8,4,A,7,X,8.1,6.2,7.2,39,166
COMPACT,1.8,4,M,5,X,8.5,6.6,7.6,37,175
SUV,3.5,6,A,6,X,12.5,8.5,10.7,26,246
SUV,2.4,4,A,5,X,10.3,7.6,9.1,31,209
SUV,2.4,4,A,5,X,10.6,7.9,9.4,30,216
TWO-SEATER,1.5,4,A,7,X,6.6,6.0,6.3,45,145
TWO-SEATER,1.5,4,M,6,X,7.6,6.1,6.9,41,159
,1.5,4,A,5,X,8.3,6.5,7.5,38,172
,1.5,4,M,5,X,8.3,6.9,7.7,37,177
,3.5,6,A,6,X,12.3,8.5,10.6,27,244
SUV,3.5,6,A,5,X,13.3,9.3,11.5,25,265
SUV,3.5,6,A,5,X,13.9,9.7,12.0,24,276
PICKUP TRUCK,3.5,6,A,5,X,15.2,11.3,13.4,21,308
COMPACT,1.6,4,A,6,X,8.8,6.3,7.7,37,177
COMPACT,1.6,4,M,6,X,8.7,6.4,7.7,37,177
MID-SIZE,2.0,4,A,6,X,9.8,7.2,8.6,33,198
MID-SIZE,2.0,4,M,6,X,9.8,7.0,8.5,33,196
FULL-SIZE,5.0,8,A,8,Z,15.7,10.2,13.2,21,304
FULL-SIZE,3.8,6,A,8,X,13.0,8.7,11.1,25,255
SUV,3.3,6,A,6,X,13.0,9.1,11.2,25,258
SUV,3.3,6,A,6,X,13.3,9.5,11.6,24,267
SUV,2.4,4,A,6,X,11.6,8.7,10.3,27,237
SUV,2.0,4,A,6,X,12.9,9.7,11.5,25,264
SUV,2.4,4,A,6,X,12.5,9.4,11.1,25,255
FULL-SIZE,2.0,4,A,6,X,11.4,7.5,9.6,29,221
FULL-SIZE,2.4,4,A,6,X,9.8,7.0,8.5,33,196
MID-SIZE,2.4,4,A,6,X,6.5,5.9,6.2,46,143
MID-SIZE,2.4,4,A,6,X,6.6,5.9,6.3,45,145
SUV,2.0,4,A,6,X,10.2,8.2,9.3,30,214
SUV,2.0,4,M,6,X,11.4,8.6,10.1,28,232
SUV,2.4,4,A,6,X,11.3,8.3,10.0,28,230
SUV,2.0,4,A,6,X,11.4,9.3,10.5,27,242
SUV,2.4,4,A,6,X,11.6,9.3,10.6,27,244
COMPACT,1.6,4,A,6,X,8.6,6.6,7.7,37,177
COMPACT,1.6,4,M,6,X,9.1,6.7,8.0,35,184
COMPACT,1.6,4,A,6,X,9.9,7.5,8.8,32,202
COMPACT,1.6,4,M,6,X,9.7,7.1,8.5,33,196
MID-SIZE,3.7,6,A,7,Z,12.0,8.0,10.2,28,235
MID-SIZE,3.7,6,A,7,Z,12.6,8.7,10.8,26,248
COMPACT,3.5,6,A,7,Z,8.2,6.7,7.5,38,172
COMPACT,3.5,6,A,7,Z,8.7,7.5,8.2,34,189
COMPACT,3.7,6,A,7,Z,13.3,9.4,11.5,25,265
COMPACT,3.7,6,A,7,Z,13.6,9.3,11.7,24,269
COMPACT,3.7,6,M,6,Z,14.3,9.8,12.3,23,283
COMPACT,3.7,6,A,7,Z,12.9,8.9,11.1,25,255
COMPACT,3.7,6,M,6,Z,13.5,9.3,11.6,24,267
MID-SIZE,3.7,6,A,7,Z,12.8,8.9,11.0,26,253
MID-SIZE,5.6,8,A,7,Z,14.5,9.5,12.3,23,283
MID-SIZE,3.7,6,A,7,Z,13.2,9.6,11.6,24,267
MID-SIZE,5.6,8,A,7,Z,15.0,10.2,12.8,22,294
MID-SIZE,3.5,6,A,7,Z,8.0,7.0,7.6,37,175
,3.7,6,A,7,Z,13.6,9.6,11.8,24,271
SUV,3.5,6,A,,Z,11.9,9.0,10.6,27,244
SUV,3.5,6,A,,Z,12.3,9.3,11.0,26,253
SUV,2.5,4,A,,X,8.8,8.2,8.5,33,196
SUV,3.7,6,A,7,Z,14.5,10.7,12.8,22,294
SUV,5.0,8,A,7,Z,16.6,11.9,14.5,19,334
SUV,5.6,8,A,7,Z,17.4,12.1,15.0,19,345
TWO-SEATER,3.0,6,A,8,Z,11.8,8.4,10.3,27,237
TWO-SEATER,3.0,6,A,8,Z,12.2,8.7,10.6,27,244
TWO-SEATER,5.0,8,A,8,Z,15.0,10.2,12.8,22,294
MID-SIZE,2.0,4,A,8,Z,12.3,8.2,10.5,27,242
MID-SIZE,3.0,6,A,8,Z,14.7,9.1,12.2,23,281
MID-SIZE,5.0,8,A,8,Z,15.7,10.3,13.3,21,306
MID-SIZE,5.0,8,A,8,E,21.3,14.1,18.1,16,290
MID-SIZE,5.0,8,A,8,Z,15.7,10.3,13.3,21,306
FULL-SIZE,3.0,6,A,8,Z,14.6,9.6,12.4,23,285
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,A,8,E,20.6,13.6,17.5,16,280
FULL-SIZE,3.0,6,A,8,Z,14.7,9.6,12.4,23,285
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,A,8,E,20.6,13.6,17.5,16,280
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,306
COMPACT,5.0,8,A,6,Z,15.1,10.6,13.1,22,301
COMPACT,5.0,8,A,6,Z,14.8,9.9,12.6,22,290
COMPACT,5.0,8,A,6,Z,15.9,10.9,13.7,21,315
COMPACT,5.0,8,A,6,Z,15.6,10.9,13.5,21,310
COMPACT,5.0,8,A,6,Z,15.9,10.9,13.7,21,315
COMPACT,5.0,8,A,6,Z,15.6,10.9,13.5,21,310
SUV,2.4,4,A,9,X,10.9,7.7,9.5,30,218
SUV,3.2,6,A,9,X,12.3,8.3,10.5,27,242
SUV,2.4,4,A,9,X,11.3,8.3,10.0,28,230
SUV,3.2,6,A,9,X,12.5,8.8,10.8,26,248
SUV,2.4,4,A,9,X,11.4,8.6,10.1,28,232
SUV,3.2,6,A,9,X,12.5,9.1,11.0,26,253
SUV,2.4,4,A,9,X,12.1,9.4,10.9,26,251
SUV,3.2,6,A,9,X,13.4,9.5,11.6,24,267
SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
SUV,2.0,4,A,6,X,11.1,8.3,9.8,29,225
SUV,2.0,4,M,5,X,10.2,7.8,9.1,31,209
SUV,2.4,4,A,6,X,11.1,8.3,9.8,29,225
SUV,2.4,4,M,5,X,10.3,8.3,9.4,30,216
SUV,2.4,4,A,6,X,11.4,8.7,10.2,28,235
SUV,2.4,4,M,5,X,10.3,8.4,9.4,30,216
SUV,2.4,4,A,,X,11.7,10.3,11.1,25,255
SUV,5.7,8,A,8,X,17.3,11.7,14.8,19,340
SUV,3.0,6,A,8,D,11.2,8.4,9.9,29,267
SUV,3.6,6,A,8,X,13.9,9.8,12.1,23,278
SUV,3.6,6,A,8,E,17.7,13.0,15.6,18,250
SUV,6.4,8,A,8,Z,18.5,12.6,15.8,18,363
SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
SUV,2.0,4,A,6,X,11.1,8.3,9.8,29,225
SUV,2.0,4,M,5,X,10.2,7.8,9.1,31,209
SUV,2.4,4,A,6,X,11.1,8.3,9.8,29,225
SUV,2.4,4,M,5,X,10.3,8.3,9.4,30,216
SUV,2.4,4,A,6,X,11.4,8.7,10.2,28,235
SUV,2.4,4,M,5,X,10.3,8.4,9.4,30,216
SUV,2.4,4,A,,X,11.7,10.3,11.1,25,255
SUV,3.6,6,A,5,X,14.1,11.1,12.8,22,294
SUV,3.6,6,M,6,X,14.2,11.0,12.8,22,294
SUV,3.6,6,A,5,X,14.8,11.7,13.4,21,308
SUV,3.6,6,M,6,X,15.0,11.4,13.4,21,308
FULL-SIZE,3.3,6,A,6,X,12.7,8.8,10.9,26,251
MID-SIZE,1.8,4,A,6,X,9.6,6.6,8.3,34,191
MID-SIZE,1.8,4,M,6,X,9.3,6.4,8.0,35,184
MID-SIZE,2.0,4,A,6,X,9.8,6.6,8.4,34,193
MID-SIZE,2.0,4,M,6,X,9.7,6.8,8.4,34,193
FULL-SIZE,1.6,4,A,6,X,11.1,8.0,9.7,29,223
FULL-SIZE,1.6,4,M,6,X,11.1,8.2,9.8,29,225
FULL-SIZE,2.0,4,A,6,X,9.7,6.8,8.4,34,193
FULL-SIZE,2.0,4,M,6,X,9.8,7.0,8.5,33,196
COMPACT,1.6,4,A,6,X,10.6,7.9,9.4,30,216
COMPACT,1.6,4,M,6,X,10.8,8.1,9.6,29,221
COMPACT,2.0,4,A,6,X,9.6,7.0,8.4,34,193
COMPACT,2.0,4,M,6,X,9.8,7.2,8.6,33,198
MID-SIZE,2.0,4,A,6,X,11.7,7.6,9.9,29,228
MID-SIZE,2.4,4,A,6,X,10.2,6.8,8.7,32,200
MID-SIZE,2.4,4,A,6,X,6.5,5.9,6.2,46,143
MID-SIZE,2.4,4,A,6,X,6.7,6.0,6.4,44,147
COMPACT,1.6,4,A,6,X,8.7,6.3,7.6,37,175
COMPACT,1.6,4,M,6,X,8.7,6.4,7.7,37,177
COMPACT,1.6,4,A,6,X,8.5,6.4,7.6,37,175
MID-SIZE,2.0,4,A,6,X,10.5,7.5,9.2,31,212
MID-SIZE,2.0,4,M,6,X,10.8,7.4,9.3,30,214
,3.5,6,A,6,X,13.7,9.9,12.0,24,276
SUV,2.4,4,A,6,X,11.8,8.5,10.3,27,237
SUV,3.3,6,A,6,X,12.9,9.5,11.4,25,262
SUV,2.4,4,A,6,X,12.3,9.3,11.0,26,253
SUV,3.3,6,A,6,X,13.4,9.9,11.8,24,271
,1.6,4,A,6,X,9.8,7.9,8.9,32,205
,1.6,4,M,6,X,9.9,7.8,9.0,31,207
,2.0,4,A,6,X,10.1,7.8,9.1,31,209
,2.0,4,A,6,X,9.7,7.8,8.8,32,202
SUV,2.4,4,A,6,X,11.4,8.3,10.0,28,230
SUV,2.4,4,M,6,X,12.9,9.3,11.3,25,260
SUV,2.0,4,A,6,X,12.7,9.7,11.4,25,262
SUV,2.4,4,A,6,X,12.0,9.1,10.7,26,246
TWO-SEATER,6.5,12,A,7,Z,22.8,12.9,18.3,15,421
TWO-SEATER,5.2,10,A,6,Z,18.0,12.8,15.7,18,361
TWO-SEATER,5.2,10,M,6,Z,20.6,13.5,17.4,16,400
SUV,2.0,4,A,6,Z,13.5,9.9,11.9,24,274
SUV,3.0,6,A,8,Z,16.3,12.4,14.5,19,334
SUV,2.0,4,A,9,Z,11.3,7.9,9.8,29,225
SUV,2.0,4,A,9,Z,11.3,7.9,9.8,29,225
SUV,5.0,8,A,8,Z,18.0,12.2,15.4,18,354
SUV,5.0,8,A,8,Z,17.2,12.5,15.1,19,347
SUV,5.0,8,A,8,E,25.0,16.9,21.4,13,342
SUV,3.0,6,A,8,Z,14.2,10.2,12.4,23,285
SUV,3.0,6,A,8,Z,14.2,10.2,12.4,23,285
SUV,3.0,6,A,8,E,19.4,14.9,17.4,16,278
SUV,5.0,8,A,8,Z,17.3,12.2,15.0,19,345
SUV,5.0,8,A,8,Z,16.6,12.3,14.7,19,338
SUV,5.0,8,A,8,E,24.0,16.6,20.7,14,331
SUV,3.0,6,A,8,Z,14.1,10.1,12.3,23,283
SUV,3.0,6,A,8,Z,14.1,10.1,12.3,23,283
SUV,3.0,6,A,8,E,19.4,14.8,17.3,16,277
SUV,5.0,8,A,8,Z,18.0,12.2,15.4,18,354
SUV,5.0,8,A,8,Z,17.2,12.5,15.1,19,347
SUV,5.0,8,A,8,E,25.0,16.9,21.4,13,342
COMPACT,1.8,4,A,,X,5.5,5.8,5.6,50,129
MID-SIZE,2.5,4,A,6,X,5.8,6.2,6.0,47,138
MID-SIZE,3.5,6,A,6,X,11.3,7.6,9.6,29,221
MID-SIZE,3.5,6,A,8,Z,12.1,8.3,10.4,27,239
MID-SIZE,3.5,6,A,6,Z,12.5,9.1,11.0,26,253
MID-SIZE,3.5,6,A,8,Z,7.7,7.4,7.6,37,175
SUV,4.6,8,A,6,Z,15.7,11.8,13.9,20,320
COMPACT,2.5,6,A,6,Z,11.2,7.8,9.7,29,223
COMPACT,2.5,6,A,6,Z,11.8,8.7,10.4,27,239
COMPACT,2.5,6,A,6,Z,11.2,7.8,9.7,29,223
COMPACT,3.5,6,A,8,Z,12.2,8.7,10.6,27,244
COMPACT,3.5,6,A,6,Z,12.5,9.1,11.0,26,253
COMPACT,3.5,6,A,6,Z,12.1,8.7,10.6,27,244
COMPACT,5.0,8,A,8,Z,14.6,10.1,12.6,22,290
MID-SIZE,4.6,8,A,8,Z,14.5,9.6,12.3,23,283
MID-SIZE,4.6,8,A,8,Z,15.1,10.3,12.9,22,297
MID-SIZE,4.6,8,A,8,Z,15.1,10.3,12.9,22,297
MID-SIZE,5.0,8,A,8,Z,12.0,10.7,11.4,25,262
SUV,5.7,8,A,6,Z,18.8,13.6,16.5,17,380
SUV,3.5,6,A,6,X,13.3,9.8,11.7,24,269
SUV,3.5,6,A,8,X,12.7,9.1,11.1,25,255
SUV,3.5,6,A,6,Z,7.9,8.6,8.2,34,189
FULL-SIZE,3.5,6,A,6,X,13.7,9.4,11.8,24,271
FULL-SIZE,3.7,6,A,6,X,13.1,9.0,11.3,25,260
SUV,3.5,6,A,6,X,14.8,10.4,12.8,22,294
,2.0,4,A,6,X,11.5,8.5,10.2,28,235
,3.7,6,A,6,X,14.0,9.9,12.2,23,281
SUV,3.7,6,A,6,X,13.7,10.4,12.2,23,281
MID-SIZE,2.0,4,A,6,X,10.5,7.1,9.0,31,207
MID-SIZE,3.7,6,A,6,X,13.1,9.3,11.4,25,262
MID-SIZE,2.0,4,A,,X,6.2,6.4,6.3,45,145
SUV,5.4,8,A,6,X,18.2,13.3,16.0,18,368
SUV,5.4,8,A,6,E,24.5,18.0,21.6,13,346
MID-SIZE,3.0,6,A,8,Z,15.2,9.6,12.7,22,292
MID-SIZE,3.0,6,A,8,Z,15.2,9.6,12.7,22,292
COMPACT,4.7,8,A,6,Z,18.2,11.4,15.1,19,347
COMPACT,4.7,8,A,6,Z,18.2,11.7,15.3,18,352
FULL-SIZE,3.8,8,A,8,Z,17.6,10.7,14.5,19,334
FULL-SIZE,3.0,6,A,8,Z,15.9,9.7,13.1,22,301
SUV,2.0,4,A,6,X,8.9,7.3,8.2,34,189
SUV,2.0,4,M,6,X,9.0,6.8,8.0,35,184
SUV,2.5,4,A,6,X,9.6,7.4,8.6,33,198
SUV,2.0,4,A,6,X,9.3,7.6,8.5,33,196
SUV,2.5,4,A,6,X,9.8,7.9,8.9,32,205
SUV,3.7,6,A,6,X,14.2,10.0,12.3,23,283
SUV,3.7,6,A,6,X,14.3,10.6,12.6,22,290
COMPACT,1.5,4,A,4,X,8.4,6.9,7.7,37,177
COMPACT,1.5,4,M,5,X,8.0,6.7,7.4,38,170
COMPACT,2.0,4,A,6,X,7.9,5.7,6.9,41,159
COMPACT,2.0,4,M,6,X,8.0,5.8,7.0,40,161
COMPACT,2.5,4,A,6,X,8.4,6.1,7.4,38,170
COMPACT,2.5,4,A,6,X,8.3,6.1,7.3,39,168
COMPACT,2.0,4,M,6,X,8.0,5.8,7.0,40,161
MID-SIZE,2.0,4,A,6,X,8.0,5.9,7.1,40,163
MID-SIZE,2.0,4,M,6,X,8.2,5.9,7.2,39,166
MID-SIZE,2.5,4,A,6,X,8.7,6.5,7.7,37,177
MID-SIZE,2.5,4,A,6,X,8.2,6.1,7.3,39,168
MID-SIZE,2.0,4,M,6,X,8.2,5.9,7.2,39,166
,2.5,4,A,5,X,10.8,8.4,9.7,29,223
,2.5,4,M,6,X,11.1,8.3,9.8,29,225
MID-SIZE,2.5,4,A,6,X,8.8,6.2,7.6,37,175
MID-SIZE,2.5,4,M,6,X,9.4,6.4,8.1,35,186
MID-SIZE,2.5,4,A,6,X,8.4,5.9,7.3,39,168
TWO-SEATER,2.0,4,A,6,Z,11.5,8.5,10.2,28,235
TWO-SEATER,2.0,4,M,5,Z,10.5,8.5,9.6,29,221
TWO-SEATER,2.0,4,M,6,Z,11.1,8.4,9.9,29,228
,2.0,4,A,7,Z,9.2,6.6,8.0,35,184
COMPACT,1.8,4,A,7,Z,10.9,7.5,9.4,30,216
COMPACT,1.8,4,A,7,Z,11.0,7.4,9.4,30,216
COMPACT,3.5,6,A,7,Z,12.2,8.5,10.5,27,242
COMPACT,3.5,6,A,7,E,16.4,11.1,14.0,20,224
COMPACT,3.5,6,A,7,Z,12.0,8.6,10.5,27,242
COMPACT,3.5,6,A,7,Z,11.9,8.6,10.4,27,239
COMPACT,3.5,6,A,7,Z,12.1,8.7,10.6,27,244
COMPACT,3.5,6,A,7,Z,12.1,8.6,10.5,27,242
COMPACT,6.2,8,A,7,Z,17.7,11.9,15.1,19,347
COMPACT,6.2,8,A,7,Z,17.9,12.2,15.3,18,352
COMPACT,4.7,8,A,7,Z,15.4,10.4,13.2,21,304
COMPACT,5.5,8,A,7,Z,15.4,11.0,13.4,21,308
COMPACT,2.0,4,A,7,Z,9.1,6.2,7.8,36,179
COMPACT,2.0,4,A,7,Z,10.3,7.8,9.2,31,212
COMPACT,4.7,8,A,7,Z,13.3,9.4,11.5,25,264
COMPACT,5.5,8,A,7,Z,15.1,10.7,13.1,22,301
COMPACT,5.5,8,A,7,Z,15.1,10.7,13.1,22,301
MID-SIZE,2.1,4,A,7,D,8.5,5.7,7.2,39,194
MID-SIZE,3.5,6,A,7,Z,11.8,8.2,10.2,28,235
MID-SIZE,3.5,6,A,7,Z,11.6,8.1,10.0,28,230
COMPACT,3.5,6,A,7,Z,11.9,8.5,10.4,27,239
MID-SIZE,3.5,6,A,7,Z,12.1,8.6,10.5,27,242
COMPACT,3.5,6,A,7,Z,12.0,8.5,10.4,27,239
COMPACT,3.5,6,A,7,Z,11.9,8.2,10.2,28,235
MID-SIZE,3.5,6,A,7,Z,9.6,7.9,8.8,32,202
MID-SIZE,4.7,8,A,7,Z,13.6,9.1,11.6,24,267
COMPACT,4.7,8,A,7,Z,13.7,9.3,11.7,24,269
COMPACT,4.7,8,A,7,Z,13.4,8.9,11.4,25,262
MID-SIZE,5.5,8,A,7,Z,15.0,10.3,12.9,22,297
MID-SIZE,5.5,8,A,7,Z,15.5,11.0,13.5,21,310
MID-SIZE,5.5,8,A,7,Z,15.0,10.3,12.9,22,297
MID-SIZE,5.5,8,A,7,Z,15.5,11.0,13.5,21,310
SUV,5.5,8,A,7,Z,20.0,15.9,18.2,16,419
SUV,5.5,8,A,7,Z,19.4,15.7,17.7,16,407
SUV,3.0,6,A,7,D,13.4,10.2,12.0,24,324
SUV,4.7,8,A,7,Z,17.1,12.8,15.2,19,350
SUV,4.7,8,A,7,Z,17.6,13.1,15.6,18,359
SUV,5.5,8,A,7,Z,17.7,13.4,15.8,18,363
SUV,2.1,4,A,7,D,9.6,7.1,8.5,33,230
SUV,3.5,6,A,7,Z,12.6,9.6,11.3,25,260
SUV,3.5,6,A,7,Z,13.4,10.5,12.1,23,278
SUV,3.5,6,A,7,E,17.8,13.8,16.0,18,256
SUV,3.0,6,A,7,D,11.8,8.5,10.3,27,278
SUV,4.7,8,A,7,Z,16.2,11.8,14.2,20,327
SUV,5.5,8,A,7,Z,17.2,13.5,15.5,18,356
FULL-SIZE,4.7,8,A,7,Z,14.3,9.5,12.1,23,278
FULL-SIZE,4.7,8,A,7,Z,14.2,9.4,12.0,24,276
FULL-SIZE,5.5,8,A,7,Z,15.6,10.3,13.2,21,304
TWO-SEATER,4.7,8,A,7,Z,13.4,9.6,11.7,24,269
TWO-SEATER,5.5,8,A,7,Z,14.8,10.2,12.7,22,292
TWO-SEATER,6.0,8,A,7,Z,16.7,11.2,14.2,20,327
TWO-SEATER,1.8,4,A,7,Z,10.3,7.2,8.9,32,205
TWO-SEATER,1.8,4,M,6,Z,10.4,7.3,9.0,31,207
TWO-SEATER,3.5,6,A,7,Z,11.1,8.1,9.8,29,225
TWO-SEATER,5.5,8,A,7,Z,12.3,8.7,10.7,26,246
TWO-SEATER,6.2,8,A,7,Z,18.7,13.9,16.5,17,380
TWO-SEATER,6.2,8,A,7,Z,18.2,12.6,15.7,18,361
TWO-SEATER,6.2,8,A,7,Z,18.2,12.6,15.7,18,361
COMPACT,1.6,4,A,6,Z,8.7,6.6,7.8,36,179
COMPACT,1.6,4,M,6,Z,8.6,6.8,7.8,36,179
COMPACT,1.6,4,A,6,Z,8.7,6.6,7.8,36,179
COMPACT,1.6,4,M,6,Z,8.6,6.8,7.8,36,179
COMPACT,1.6,4,A,6,Z,9.4,7.9,8.7,32,200
COMPACT,1.6,4,M,6,Z,8.6,6.8,7.8,36,179
TWO-SEATER,1.6,4,A,6,Z,8.5,6.6,7.6,37,175
TWO-SEATER,1.6,4,M,6,Z,8.0,6.4,7.3,39,168
COMPACT,1.6,4,A,6,Z,9.4,7.9,8.7,32,200
COMPACT,1.6,4,M,6,Z,8.6,6.8,7.8,36,179
TWO-SEATER,1.6,4,A,6,Z,8.7,6.6,7.8,36,179
TWO-SEATER,1.6,4,M,6,Z,8.6,6.8,7.8,36,179
COMPACT,1.6,4,A,6,Z,9.3,7.0,8.3,34,191
COMPACT,1.6,4,M,6,Z,9.1,6.7,8.0,35,184
COMPACT,1.6,4,A,6,Z,9.3,7.0,8.3,34,191
COMPACT,1.6,4,M,6,Z,9.1,6.7,8.0,35,184
